appId,content,stars,at,thumbsUpCount
nimbus,"Simple, quick and does exactly what I need day to day.",5,2025-02-03,2
nimbus,My notes stopped syncing between my laptop and my phone three days ago.,1,2026-01-27,7
nimbus,Tags are useless because search ignores them completely.,2,2026-02-23,0
fittrack,"Distance is wrong every single time, so I now carry a separate watch.",2,2025-07-30,6
nimbus,Paying for a plan and still hitting a device limit is not acceptable.,2,2025-09-27,0
fittrack,GPS drifts badly so a five kilometre run is logged as seven. Nobody seems to be looking at it.,1,2026-05-12,12
nimbus,"Searching only matches titles, never the body, so I scroll manually instead.",1,2025-04-30,0
fittrack,There is no way to get my own data out in a usable format. And then i keep a power bank in my pocket now just to finish a long ride.,2,2025-07-19,0
fittrack,Background tracking eats power even when I am not exercising.,1,2025-10-02,0
fittrack,"Great app for keeping a streak going, the reminders work well.",5,2025-02-04,0
fittrack,"It takes four minutes to get a GPS lock, by which point I have started.",1,2025-04-30,0
payflow,Money disappeared for six days before reappearing with no message.,1,2026-01-03,27
payflow,Fees are not shown until after the transfer is authorised.,3,2025-03-19,2
fittrack,Interface is clear and logging a session takes seconds.,4,2025-11-07,1
fittrack,"I export from the watch app and import here manually, which is ridiculous.",1,2026-02-19,6
nimbus,Tags are useless because search ignores them completely.,2,2025-02-25,0
payflow,Money disappeared for six days before reappearing with no message.,1,2025-01-14,1
payflow,Had to complain publicly before anyone responded to me.,2,2025-08-03,0
nimbus,"Two devices, two different versions of the same note, no warning which is newer. But i now write everything in another app first and paste it in, which defeats the point.",1,2025-04-18,0
payflow,Fees are not shown until after the transfer is authorised.,2,2026-04-06,0
fittrack,Years of training history locked in with no export button anywhere. On top of that pairing drops constantly and i have to re-pair the watch every week. Happens on both my devices.,2,2026-01-14,0
nimbus,I was charged for a yearly plan straight after the trial with no reminder.,2,2025-12-18,0
nimbus,"Edits I make on the desktop never show up on mobile, so I email myself the text instead.",2,2025-05-08,0
payflow,Much cheaper than my bank for international payments.,4,2026-06-21,0
nimbus,The upgrade screen does not say what the free tier actually loses. Please fix this.,3,2025-03-06,0
payflow,Account locked for a security check with no way to speak to anyone.,1,2025-09-28,9
payflow,Fees are not shown until after the transfer is authorised.,2,2025-05-02,0
nimbus,Paying for a plan and still hitting a device limit is not acceptable. But i know the word is in there but search returns nothing.,3,2025-02-25,8
fittrack,Been using it for two years and the history view is excellent. This has been going on for months now.,5,2025-11-12,7
nimbus,Search does not find text that I can see with my own eyes in a note.,1,2025-11-08,3
fittrack,Been using it for two years and the history view is excellent.,5,2025-12-02,0
nimbus,Cancelled the subscription and was billed again the following month.,2,2026-05-15,0
nimbus,"Edits I make on the desktop never show up on mobile, so I email myself the text instead.",1,2025-07-29,0
fittrack,"Great app for keeping a streak going, the reminders work well.",4,2025-03-20,71
payflow,I use my bank's own app now because at least the transfers complete.,1,2025-12-05,2
nimbus,"Simple, quick and does exactly what I need day to day.",5,2025-07-10,2
fittrack,Tracking a one hour walk drains forty percent of my battery.,1,2026-05-22,3
fittrack,Years of training history locked in with no export button anywhere.,1,2025-10-14,0
nimbus,The app closed itself and my unsaved draft was simply gone.,2,2025-03-20,2
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded.",1,2025-12-17,0
nimbus,The upgrade screen does not say what the free tier actually loses. Also i know the word is in there but search returns nothing.,1,2025-11-16,2
nimbus,Love the markdown support and the keyboard shortcuts.,5,2025-10-22,2
fittrack,The route map shows me running through buildings and across a river. But i screenshot my stats each month because there is no proper export.,1,2025-09-10,0
fittrack,"Great app for keeping a streak going, the reminders work well.",5,2025-10-11,5
payflow,I compare against another provider before every transfer now.,2,2026-03-14,0
fittrack,"It takes four minutes to get a GPS lock, by which point I have started.",1,2025-06-13,2
fittrack,I keep a power bank in my pocket now just to finish a long ride.,1,2025-06-04,1
fittrack,Export produces a file that no other fitness app will read. On top of that gps drifts badly so a five kilometre run is logged as seven. This has been going on for months now.,2,2025-01-23,0
nimbus,The sync spinner runs forever and then just stops without an error.,1,2026-03-29,1
fittrack,I screenshot my stats each month because there is no proper export. Also phone gets hot and the battery is dead before i get home. This has been going on for months now.,3,2025-02-05,16
fittrack,Pace readings jump around wildly and ruin the whole activity.,2,2025-06-06,11
nimbus,No autosave means one crash costs me a whole meeting's notes. Very frustrating.,2,2025-02-25,2
fittrack,Been using it for two years and the history view is excellent.,4,2025-03-11,5
nimbus,I have taken to copying important notes into a plain text file as a backup. Genuinely considering switching.,1,2025-12-18,3
payflow,"Uploaded my documents four times and each time it asks again. On top of that charged a fee for a transfer that then failed, and the fee was not refunded.",1,2026-05-11,2
nimbus,My notes stopped syncing between my laptop and my phone three days ago. Rating will go up when it is fixed.,2,2025-12-17,22
fittrack,I keep a power bank in my pocket now just to finish a long ride.,1,2025-06-06,8
fittrack,The watch and the app disagree about how many steps I took today.,3,2026-01-19,8
payflow,Setting up a new recipient is quick and painless.,5,2025-10-18,1
fittrack,Phone gets hot and the battery is dead before I get home. Very frustrating.,1,2026-01-05,2
fittrack,Been using it for two years and the history view is excellent.,4,2026-02-12,7
fittrack,I screenshot my stats each month because there is no proper export.,2,2025-10-17,24
payflow,Much cheaper than my bank for international payments.,5,2025-11-21,0
nimbus,Recovered nothing after the update wiped my most recent entries.,1,2025-03-27,1
nimbus,Refund request has gone unanswered for two weeks. Please fix this.,2,2026-06-21,1
payflow,I compare against another provider before every transfer now.,2,2026-03-11,1
nimbus,Clean interface and it stays out of the way when I am writing. Please fix this.,4,2025-01-25,4
nimbus,The app closed itself and my unsaved draft was simply gone. And then refund request has gone unanswered for two weeks.,1,2026-03-14,3
nimbus,"Searching only matches titles, never the body, so I scroll manually instead.",2,2025-06-12,0
fittrack,Background tracking eats power even when I am not exercising. Very frustrating.,1,2025-10-17,14
nimbus,Recovered nothing after the update wiped my most recent entries.,2,2026-01-21,0
nimbus,"Best note app I have used, genuinely fast to open.",5,2025-11-16,4
fittrack,Tracking a one hour walk drains forty percent of my battery.,2,2025-05-07,6
payflow,No phone number anywhere for an issue involving actual money.,1,2025-06-03,9
payflow,Uploaded my documents four times and each time it asks again. And then i use my bank's own app now because at least the transfers complete.,1,2025-07-11,14
nimbus,Clean interface and it stays out of the way when I am writing. Otherwise a decent app.,5,2026-01-22,0
nimbus,I have taken to copying important notes into a plain text file as a backup.,1,2025-09-26,1
fittrack,Phone gets hot and the battery is dead before I get home.,1,2025-12-09,0
fittrack,I screenshot my stats each month because there is no proper export.,1,2026-02-24,0
